Date,Region,Product,Units Sold,Unit Price,Revenue,Profit,Year,Month,Quarter,Weekday,DayOfYear,Profit_Margin,Month_Year
2024-01-22,West,Mouse,10,780,7800,2177.95,2024,1,1,Monday,22,27.922435897435893,2024-01
2024-01-23,North,Smartphone,89,525,46725,15478.75,2024,1,1,Tuesday,23,33.12734082397004,2024-01
2024-01-23,North,Keyboard,50,625,31250,6442.54,2024,1,1,Tuesday,23,20.616128,2024-01
2024-01-23,South,Headphones,33,198,6534,2294.24,2024,1,1,Tuesday,23,35.11233547597183,2024-01
2024-01-23,South,Tablet,15,561,8415,3152.71,2024,1,1,Tuesday,23,37.46535947712418,2024-01
2024-01-23,South,Monitor,63,856,53928,15268.17,2024,1,1,Tuesday,23,28.312138406764575,2024-01
2024-01-23,East,Smartphone,40,800,32000,5717.73,2024,1,1,Tuesday,23,17.867906249999997,2024-01
2024-01-23,East,Mouse,85,556,47260,13188.04,2024,1,1,Tuesday,23,27.905289885738473,2024-01
2024-01-23,East,Laptop,77,203,15631,3786.94,2024,1,1,Tuesday,23,24.22711278868914,2024-01
2024-01-23,West,Tablet,46,74,3404,592.03,2024,1,1,Tuesday,23,17.392185663924796,2024-01
2024-01-23,West,Smartphone,7,547,3829,1301.19,2024,1,1,Tuesday,23,33.98250195873596,2024-01
2024-01-24,North,Monitor,48,866,41568,5862.98,2024,1,1,Wednesday,24,14.104551578137029,2024-01
2024-01-24,North,Laptop,78,618,48204,11270.18,2024,1,1,Wednesday,24,23.38017591901087,2024-01
2024-01-24,North,Smartphone,51,61,3111,816.86,2024,1,1,Wednesday,24,26.257152041144327,2024-01
2024-01-24,North,Headphones,92,388,35696,11410.85,2024,1,1,Wednesday,24,31.96674697445092,2024-01
2024-01-24,South,Smartphone,19,620,11780,4668.42,2024,1,1,Wednesday,24,39.63005093378607,2024-01
2024-01-24,South,Headphones,30,96,2880,326.16,2024,1,1,Wednesday,24,11.325000000000001,2024-01
2024-01-24,East,Smartphone,18,384,6912,2137.37,2024,1,1,Wednesday,24,30.92259837962963,2024-01
2024-01-24,East,Mouse,13,932,12116,4571.6,2024,1,1,Wednesday,24,37.73192472763289,2024-01
2024-01-24,East,Headphones,63,776,48888,16553.6,2024,1,1,Wednesday,24,33.860252004581895,2024-01
2024-01-24,East,Keyboard,99,421,41679,14727.89,2024,1,1,Wednesday,24,35.336476402984715,2024-01
2024-01-24,West,Monitor,64,862,55168,6790.41,2024,1,1,Wednesday,24,12.308602813225058,2024-01
2024-01-24,West,Headphones,41,220,9020,1821.7,2024,1,1,Wednesday,24,20.196230598669622,2024-01
2024-01-24,West,Mouse,59,413,24367,6621.2,2024,1,1,Wednesday,24,27.172815693355766,2024-01
2024-01-25,North,Smartphone,20,542,10840,3086.79,2024,1,1,Thursday,25,28.475922509225093,2024-01
2024-01-25,North,Mouse,70,360,25200,6012.29,2024,1,1,Thursday,25,23.858293650793648,2024-01
2024-01-25,South,Headphones,43,863,37109,7615.27,2024,1,1,Thursday,25,20.52135600528174,2024-01
2024-01-25,South,Mouse,66,526,34716,3863.16,2024,1,1,Thursday,25,11.127894918769442,2024-01
2024-01-25,South,Tablet,61,321,19581,7090.34,2024,1,1,Thursday,25,36.21030590878913,2024-01
2024-01-25,East,Monitor,9,626,5634,966.98,2024,1,1,Thursday,25,17.163294284700036,2024-01
2024-01-25,East,Keyboard,7,478,3346,690.57,2024,1,1,Thursday,25,20.638673042438736,2024-01
2024-01-25,East,Headphones,34,373,12682,3990.59,2024,1,1,Thursday,25,31.46656678757294,2024-01
2024-01-25,East,Smartphone,41,714,29274,5362.4,2024,1,1,Thursday,25,18.31796133087381,2024-01
2024-01-25,West,Headphones,41,110,4510,801.4,2024,1,1,Thursday,25,17.769401330376937,2024-01
2024-01-25,West,Tablet,74,856,63344,23040.46,2024,1,1,Thursday,25,36.373547613033594,2024-01
2024-01-26,North,Headphones,56,821,45976,7793.0,2024,1,1,Friday,26,16.95014790325387,2024-01
2024-01-26,North,Mouse,24,910,21840,6440.48,2024,1,1,Friday,26,29.489377289377288,2024-01
2024-01-26,North,Laptop,78,156,12168,1861.2,2024,1,1,Friday,26,15.29585798816568,2024-01
2024-01-26,South,Headphones,9,103,927,362.21,2024,1,1,Friday,26,39.073354908306364,2024-01
2024-01-26,South,Keyboard,53,570,30210,11429.22,2024,1,1,Friday,26,37.8325719960278,2024-01
2024-01-26,South,Monitor,65,940,61100,13373.12,2024,1,1,Friday,26,21.887266775777412,2024-01
2024-01-26,East,Monitor,17,169,2873,931.89,2024,1,1,Friday,26,32.43612948137835,2024-01
2024-01-26,East,Mouse,93,378,35154,12953.42,2024,1,1,Friday,26,36.84764180463105,2024-01
2024-01-26,East,Smartphone,15,666,9990,2171.34,2024,1,1,Friday,26,21.735135135135135,2024-01
2024-01-26,West,Mouse,80,219,17520,6006.82,2024,1,1,Friday,26,34.285502283105025,2024-01
2024-01-26,West,Tablet,44,586,25784,6839.39,2024,1,1,Friday,26,26.525713620850137,2024-01
2024-01-26,West,Keyboard,63,275,17325,3855.44,2024,1,1,Friday,26,22.253621933621933,2024-01
2024-01-26,West,Smartphone,83,87,7221,1284.8,2024,1,1,Friday,26,17.792549508378343,2024-01
2024-01-27,North,Smartphone,73,642,46866,5551.52,2024,1,1,Saturday,27,11.845517005931807,2024-01
2024-01-27,North,Keyboard,49,273,13377,3408.78,2024,1,1,Saturday,27,25.482395155864545,2024-01
2024-01-27,South,Monitor,37,311,11507,2950.14,2024,1,1,Saturday,27,25.637785695663506,2024-01
2024-01-27,South,Laptop,84,217,18228,3164.12,2024,1,1,Saturday,27,17.35856923414527,2024-01
2024-01-27,South,Keyboard,63,620,39060,5785.57,2024,1,1,Saturday,27,14.812007168458779,2024-01
2024-01-27,South,Headphones,17,412,7004,1201.94,2024,1,1,Saturday,27,17.16076527698458,2024-01
2024-01-27,East,Keyboard,49,875,42875,10274.61,2024,1,1,Saturday,27,23.964104956268223,2024-01
2024-01-27,East,Laptop,35,584,20440,2075.55,2024,1,1,Saturday,27,10.1543542074364,2024-01
2024-01-27,West,Laptop,81,573,46413,4730.22,2024,1,1,Saturday,27,10.191584254411481,2024-01
2024-01-27,West,Smartphone,17,95,1615,319.66,2024,1,1,Saturday,27,19.793188854489166,2024-01
2024-01-27,West,Mouse,21,409,8589,1528.34,2024,1,1,Saturday,27,17.79415531493771,2024-01
2024-01-27,West,Headphones,64,497,31808,8333.56,2024,1,1,Saturday,27,26.199572434607642,2024-01
2024-01-28,North,Mouse,32,621,19872,3057.29,2024,1,1,Sunday,28,15.384913446054751,2024-01
2024-01-28,North,Headphones,41,327,13407,5110.33,2024,1,1,Sunday,28,38.11687924218692,2024-01
2024-01-28,North,Monitor,72,780,56160,8419.13,2024,1,1,Sunday,28,14.991328347578344,2024-01
2024-01-28,North,Laptop,16,967,15472,4836.11,2024,1,1,Sunday,28,31.25717425025853,2024-01
2024-01-28,South,Mouse,54,319,17226,6753.4,2024,1,1,Sunday,28,39.20469058400093,2024-01
2024-01-28,South,Monitor,33,765,25245,8201.99,2024,1,1,Sunday,28,32.48956228956229,2024-01
2024-01-28,South,Smartphone,56,430,24080,5179.21,2024,1,1,Sunday,28,21.508347176079734,2024-01
2024-01-28,East,Headphones,30,531,15930,2900.66,2024,1,1,Sunday,28,18.208788449466415,2024-01
2024-01-28,East,Keyboard,33,565,18645,4248.35,2024,1,1,Sunday,28,22.785465272190937,2024-01
2024-01-28,West,Headphones,82,133,10906,3232.03,2024,1,1,Sunday,28,29.635338345864664,2024-01
2024-01-28,West,Mouse,31,756,23436,9028.93,2024,1,1,Sunday,28,38.52590032428742,2024-01
2024-01-29,North,Keyboard,61,502,30622,12101.61,2024,1,1,Monday,29,39.51933250604141,2024-01
2024-01-29,North,Laptop,5,619,3095,1139.67,2024,1,1,Monday,29,36.82294022617125,2024-01
2024-01-29,South,Mouse,28,573,16044,4313.03,2024,1,1,Monday,29,26.88251059586138,2024-01
2024-01-29,South,Keyboard,84,588,49392,19285.5,2024,1,1,Monday,29,39.04579689018465,2024-01
2024-01-29,South,Laptop,50,706,35300,4495.43,2024,1,1,Monday,29,12.734929178470257,2024-01
2024-01-29,South,Headphones,12,640,7680,1813.31,2024,1,1,Monday,29,23.610807291666667,2024-01
2024-01-29,East,Keyboard,64,427,27328,7788.35,2024,1,1,Monday,29,28.49952429742389,2024-01
2024-01-29,East,Tablet,50,576,28800,7040.35,2024,1,1,Monday,29,24.445659722222224,2024-01
2024-01-29,East,Laptop,82,504,41328,5684.9,2024,1,1,Monday,29,13.755565234223772,2024-01
2024-01-29,West,Mouse,6,393,2358,542.28,2024,1,1,Monday,29,22.99745547073791,2024-01
2024-01-29,West,Monitor,68,766,52088,7546.21,2024,1,1,Monday,29,14.487425126708647,2024-01
2024-01-30,North,Headphones,42,593,24906,7399.45,2024,1,1,Tuesday,30,29.709507749136755,2024-01
2024-01-30,North,Laptop,93,850,79050,30497.06,2024,1,1,Tuesday,30,38.57945604048071,2024-01
2024-01-30,South,Tablet,80,938,75040,20356.2,2024,1,1,Tuesday,30,27.127132196162044,2024-01
2024-01-30,South,Monitor,83,641,53203,13019.14,2024,1,1,Tuesday,30,24.470687743172377,2024-01
2024-01-30,East,Smartphone,37,794,29378,6028.02,2024,1,1,Tuesday,30,20.518823609503713,2024-01
2024-01-30,East,Monitor,37,638,23606,2917.08,2024,1,1,Tuesday,30,12.357366771159874,2024-01
2024-01-30,West,Laptop,19,155,2945,442.47,2024,1,1,Tuesday,30,15.024448217317488,2024-01
2024-01-30,West,Smartphone,53,921,48813,14201.12,2024,1,1,Tuesday,30,29.092905578431978,2024-01
2024-01-30,West,Headphones,71,684,48564,5316.58,2024,1,1,Tuesday,30,10.94757433489828,2024-01
2024-01-31,North,Keyboard,66,133,8778,1771.71,2024,1,1,Wednesday,31,20.183526999316474,2024-01
2024-01-31,North,Smartphone,11,508,5588,2058.87,2024,1,1,Wednesday,31,36.84448818897638,2024-01
2024-01-31,North,Monitor,8,439,3512,1212.3,2024,1,1,Wednesday,31,34.51879271070615,2024-01
2024-01-31,South,Monitor,79,61,4819,839.14,2024,1,1,Wednesday,31,17.413156256484747,2024-01
2024-01-31,South,Keyboard,17,586,9962,3601.61,2024,1,1,Wednesday,31,36.15348323629794,2024-01
2024-01-31,South,Tablet,23,616,14168,3415.26,2024,1,1,Wednesday,31,24.10544889892716,2024-01
2024-01-31,East,Laptop,22,772,16984,2862.42,2024,1,1,Wednesday,31,16.85362694300518,2024-01
2024-01-31,East,Keyboard,60,922,55320,13718.42,2024,1,1,Wednesday,31,24.79830079537238,2024-01
2024-01-31,West,Keyboard,83,402,33366,11749.36,2024,1,1,Wednesday,31,35.213570700713305,2024-01
2024-01-31,West,Headphones,53,911,48283,18745.11,2024,1,1,Wednesday,31,38.82341610918957,2024-01
2024-01-31,West,Tablet,62,73,4526,1030.33,2024,1,1,Wednesday,31,22.764692885550154,2024-01
2024-02-01,North,Keyboard,40,299,11960,3798.22,2024,2,1,Thursday,32,31.757692307692302,2024-02
2024-02-01,North,Monitor,70,384,26880,9951.26,2024,2,1,Thursday,32,37.02105654761905,2024-02
2024-02-01,North,Smartphone,10,344,3440,629.69,2024,2,1,Thursday,32,18.304941860465117,2024-02
2024-02-01,South,Mouse,22,601,13222,4638.27,2024,2,1,Thursday,32,35.07994252004236,2024-02
2024-02-01,South,Laptop,30,569,17070,3782.59,2024,2,1,Thursday,32,22.159285295840657,2024-02
2024-02-01,South,Smartphone,98,648,63504,18401.06,2024,2,1,Thursday,32,28.976221970269588,2024-02
2024-02-01,South,Headphones,18,383,6894,1749.59,2024,2,1,Thursday,32,25.378445024659126,2024-02
2024-02-01,East,Headphones,64,430,27520,6428.44,2024,2,1,Thursday,32,23.359156976744185,2024-02
2024-02-01,East,Smartphone,93,133,12369,3437.16,2024,2,1,Thursday,32,27.788503516856654,2024-02
2024-02-01,West,Keyboard,9,498,4482,1488.21,2024,2,1,Thursday,32,33.204149933065594,2024-02
2024-02-01,West,Headphones,60,725,43500,17006.16,2024,2,1,Thursday,32,39.09462068965517,2024-02
2024-02-01,West,Tablet,51,336,17136,2927.09,2024,2,1,Thursday,32,17.08152427637722,2024-02
2024-02-02,North,Headphones,98,410,40180,9211.92,2024,2,1,Friday,33,22.92663016426083,2024-02
2024-02-02,North,Smartphone,24,825,19800,5645.84,2024,2,1,Friday,33,28.514343434343438,2024-02
2024-02-02,North,Monitor,5,362,1810,271.7,2024,2,1,Friday,33,15.011049723756905,2024-02
2024-02-02,North,Laptop,88,333,29304,3252.79,2024,2,1,Friday,33,11.100156975156974,2024-02
2024-02-02,South,Tablet,48,873,41904,11549.01,2024,2,1,Friday,33,27.56063860252005,2024-02
2024-02-02,South,Smartphone,83,951,78933,12767.6,2024,2,1,Friday,33,16.175237226508557,2024-02
2024-02-02,East,Monitor,24,331,7944,888.16,2024,2,1,Friday,33,11.180261832829807,2024-02
2024-02-02,East,Mouse,39,247,9633,1483.51,2024,2,1,Friday,33,15.400290667497146,2024-02
2024-02-02,West,Mouse,24,742,17808,4344.6,2024,2,1,Friday,33,24.39690026954178,2024-02
2024-02-02,West,Headphones,47,175,8225,3171.1,2024,2,1,Friday,33,38.55440729483283,2024-02
2024-02-02,West,Tablet,54,846,45684,16463.39,2024,2,1,Friday,33,36.03754049557832,2024-02
2024-02-02,West,Smartphone,99,233,23067,5874.68,2024,2,1,Friday,33,25.46789786274765,2024-02
2024-02-03,North,Monitor,56,385,21560,8234.75,2024,2,1,Saturday,34,38.19457328385899,2024-02
2024-02-03,North,Laptop,12,390,4680,599.84,2024,2,1,Saturday,34,12.81709401709402,2024-02
2024-02-03,North,Tablet,12,718,8616,2008.61,2024,2,1,Saturday,34,23.31255803156917,2024-02
2024-02-03,South,Monitor,94,476,44744,13645.77,2024,2,1,Saturday,34,30.497429822993027,2024-02
2024-02-03,South,Headphones,86,194,16684,5827.11,2024,2,1,Saturday,34,34.92633660992567,2024-02
2024-02-03,East,Monitor,72,850,61200,17147.19,2024,2,1,Saturday,34,28.018284313725488,2024-02
2024-02-03,East,Tablet,35,703,24605,5367.81,2024,2,1,Saturday,34,21.815931721194882,2024-02
2024-02-03,East,Mouse,73,410,29930,3950.1,2024,2,1,Saturday,34,13.197794854660874,2024-02
2024-02-03,East,Keyboard,96,753,72288,8274.35,2024,2,1,Saturday,34,11.446367308543604,2024-02
2024-02-03,West,Tablet,81,208,16848,5417.22,2024,2,1,Saturday,34,32.153490028490026,2024-02
2024-02-03,West,Smartphone,72,659,47448,10497.49,2024,2,1,Saturday,34,22.124199123250715,2024-02
2024-02-04,North,Laptop,17,328,5576,1286.24,2024,2,1,Sunday,35,23.067431850789095,2024-02
2024-02-04,North,Monitor,79,690,54510,7416.78,2024,2,1,Sunday,35,13.606274078150799,2024-02
2024-02-04,North,Mouse,58,504,29232,2973.7,2024,2,1,Sunday,35,10.172755883962779,2024-02
2024-02-04,South,Monitor,23,877,20171,5336.24,2024,2,1,Sunday,35,26.455009667344203,2024-02
2024-02-04,South,Mouse,37,354,13098,3454.02,2024,2,1,Sunday,35,26.370590929912964,2024-02
2024-02-04,South,Keyboard,39,989,38571,4026.82,2024,2,1,Sunday,35,10.440019703922637,2024-02
2024-02-04,South,Smartphone,15,916,13740,2068.33,2024,2,1,Sunday,35,15.053347889374088,2024-02
2024-02-04,East,Headphones,76,865,65740,23281.83,2024,2,1,Sunday,35,35.415013690295105,2024-02
2024-02-04,East,Keyboard,32,678,21696,7466.24,2024,2,1,Sunday,35,34.41297935103245,2024-02
2024-02-04,East,Monitor,29,61,1769,255.97,2024,2,1,Sunday,35,14.469756924816279,2024-02
2024-02-04,West,Laptop,91,375,34125,11058.64,2024,2,1,Sunday,35,32.40627106227106,2024-02
2024-02-04,West,Tablet,47,70,3290,522.23,2024,2,1,Sunday,35,15.873252279635258,2024-02
2024-02-05,North,Keyboard,79,100,7900,932.83,2024,2,1,Monday,36,11.807974683544305,2024-02
2024-02-05,North,Tablet,25,190,4750,976.06,2024,2,1,Monday,36,20.54863157894737,2024-02
2024-02-05,North,Laptop,38,383,14554,3576.81,2024,2,1,Monday,36,24.57613027346434,2024-02
2024-02-05,North,Smartphone,56,543,30408,5844.02,2024,2,1,Monday,36,19.218692449355434,2024-02
2024-02-05,South,Laptop,6,994,5964,2343.96,2024,2,1,Monday,36,39.30181086519115,2024-02
2024-02-05,South,Keyboard,94,394,37036,9508.78,2024,2,1,Monday,36,25.67442488389675,2024-02
2024-02-05,South,Monitor,11,400,4400,1574.43,2024,2,1,Monday,36,35.7825,2024-02
2024-02-05,South,Mouse,43,958,41194,6400.54,2024,2,1,Monday,36,15.537554012720298,2024-02
2024-02-05,East,Smartphone,58,434,25172,5337.8,2024,2,1,Monday,36,21.205307484506594,2024-02
2024-02-05,East,Mouse,49,411,20139,2692.41,2024,2,1,Monday,36,13.369134515119915,2024-02
2024-02-05,East,Headphones,17,936,15912,4636.69,2024,2,1,Monday,36,29.13958019105078,2024-02
2024-02-05,East,Keyboard,25,775,19375,5387.44,2024,2,1,Monday,36,27.80614193548387,2024-02
2024-02-05,West,Smartphone,76,201,15276,3147.26,2024,2,1,Monday,36,20.602644671379945,2024-02
2024-02-05,West,Monitor,30,908,27240,9102.45,2024,2,1,Monday,36,33.415748898678416,2024-02
2024-02-05,West,Headphones,54,713,38502,13351.89,2024,2,1,Monday,36,34.67843228923172,2024-02
2024-02-06,North,Headphones,59,291,17169,2504.87,2024,2,1,Tuesday,37,14.589492690313937,2024-02
2024-02-06,North,Keyboard,53,532,28196,10172.49,2024,2,1,Tuesday,37,36.07777698964392,2024-02
2024-02-06,North,Monitor,37,680,25160,6556.88,2024,2,1,Tuesday,37,26.060731319554847,2024-02
2024-02-06,North,Smartphone,26,481,12506,2422.18,2024,2,1,Tuesday,37,19.368143291220214,2024-02
2024-02-06,South,Keyboard,61,303,18483,2634.42,2024,2,1,Tuesday,37,14.253205648433696,2024-02
2024-02-06,South,Mouse,68,852,57936,16170.75,2024,2,1,Tuesday,37,27.911402236951115,2024-02
2024-02-06,South,Monitor,22,884,19448,4527.79,2024,2,1,Tuesday,37,23.2815199506376,2024-02
2024-02-06,South,Laptop,43,986,42398,13047.17,2024,2,1,Tuesday,37,30.773078918816925,2024-02
2024-02-06,East,Laptop,46,337,15502,2825.21,2024,2,1,Tuesday,37,18.22480970197394,2024-02
2024-02-06,East,Monitor,40,793,31720,9312.58,2024,2,1,Tuesday,37,29.35870113493064,2024-02
2024-02-06,East,Tablet,40,948,37920,8355.91,2024,2,1,Tuesday,37,22.0356276371308,2024-02
2024-02-06,East,Mouse,74,474,35076,10001.81,2024,2,1,Tuesday,37,28.514682403922908,2024-02
2024-02-06,West,Smartphone,31,209,6479,1697.52,2024,2,1,Tuesday,37,26.200339558573855,2024-02
2024-02-06,West,Monitor,76,611,46436,14118.38,2024,2,1,Tuesday,37,30.403953828925832,2024-02
2024-02-07,North,Laptop,85,852,72420,23116.11,2024,2,1,Wednesday,38,31.919511184755596,2024-02
2024-02-07,North,Headphones,34,165,5610,662.22,2024,2,1,Wednesday,38,11.80427807486631,2024-02
2024-02-07,South,Tablet,59,257,15163,3378.97,2024,2,1,Wednesday,38,22.284310492646572,2024-02
2024-02-07,South,Mouse,34,682,23188,8035.61,2024,2,1,Wednesday,38,34.65417457305502,2024-02
2024-02-07,South,Smartphone,16,706,11296,2149.13,2024,2,1,Wednesday,38,19.025584277620396,2024-02
2024-02-07,East,Mouse,88,921,81048,26792.84,2024,2,1,Wednesday,38,33.05799032671997,2024-02
2024-02-07,East,Laptop,69,682,47058,14186.46,2024,2,1,Wednesday,38,30.146755068213693,2024-02
2024-02-07,East,Tablet,88,455,40040,5074.56,2024,2,1,Wednesday,38,12.673726273726274,2024-02
2024-02-07,East,Smartphone,36,210,7560,2136.05,2024,2,1,Wednesday,38,28.25462962962963,2024-02
2024-02-07,West,Mouse,70,410,28700,3624.6,2024,2,1,Wednesday,38,12.629268292682926,2024-02
2024-02-07,West,Smartphone,95,810,76950,20479.52,2024,2,1,Wednesday,38,26.61406107862248,2024-02
2024-02-07,West,Laptop,79,884,69836,15300.68,2024,2,1,Wednesday,38,21.90944498539435,2024-02
2024-02-08,North,Keyboard,26,988,25688,6996.8,2024,2,1,Thursday,39,27.237620678916226,2024-02
2024-02-08,North,Laptop,64,150,9600,2086.2,2024,2,1,Thursday,39,21.73125,2024-02
2024-02-08,North,Monitor,16,288,4608,1009.86,2024,2,1,Thursday,39,21.915364583333332,2024-02
2024-02-08,North,Smartphone,42,643,27006,7788.13,2024,2,1,Thursday,39,28.838517366511145,2024-02
2024-02-08,South,Laptop,18,122,2196,432.08,2024,2,1,Thursday,39,19.675774134790526,2024-02
2024-02-08,South,Mouse,39,627,24453,3573.5,2024,2,1,Thursday,39,14.613748824275142,2024-02
2024-02-08,South,Monitor,39,515,20085,7776.85,2024,2,1,Thursday,39,38.71969131192433,2024-02
2024-02-08,East,Smartphone,37,213,7881,2221.74,2024,2,1,Thursday,39,28.191092500951655,2024-02
2024-02-08,East,Monitor,69,159,10971,4053.55,2024,2,1,Thursday,39,36.94786254671406,2024-02
2024-02-08,East,Headphones,56,948,53088,20483.43,2024,2,1,Thursday,39,38.583917269439425,2024-02
2024-02-08,West,Smartphone,72,586,42192,7162.74,2024,2,1,Thursday,39,16.976535836177472,2024-02
2024-02-08,West,Headphones,49,61,2989,1164.95,2024,2,1,Thursday,39,38.97457343593175,2024-02
2024-02-08,West,Mouse,96,702,67392,25671.95,2024,2,1,Thursday,39,38.0934680674264,2024-02
2024-02-09,North,Laptop,64,712,45568,6635.04,2024,2,1,Friday,40,14.560744382022472,2024-02
2024-02-09,North,Keyboard,9,516,4644,731.59,2024,2,1,Friday,40,15.753445305770889,2024-02
2024-02-09,North,Tablet,93,691,64263,15768.89,2024,2,1,Friday,40,24.538054557054604,2024-02
2024-02-09,South,Tablet,77,205,15785,3014.66,2024,2,1,Friday,40,19.098257839721253,2024-02
2024-02-09,South,Headphones,11,129,1419,436.32,2024,2,1,Friday,40,30.748414376321353,2024-02
2024-02-09,South,Mouse,8,821,6568,2620.69,2024,2,1,Friday,40,39.90088306942753,2024-02
2024-02-09,East,Smartphone,54,112,6048,2041.97,2024,2,1,Friday,40,33.76273148148148,2024-02
2024-02-09,East,Mouse,67,623,41741,12364.63,2024,2,1,Friday,40,29.622265877674224,2024-02
2024-02-09,West,Keyboard,90,694,62460,6452.7,2024,2,1,Friday,40,10.330931796349665,2024-02
2024-02-09,West,Laptop,6,623,3738,913.58,2024,2,1,Friday,40,24.440342429106476,2024-02
2024-02-09,West,Monitor,83,710,58930,19334.16,2024,2,1,Friday,40,32.808688274223655,2024-02
2024-02-09,West,Tablet,62,937,58094,15138.89,2024,2,1,Friday,40,26.059300444107826,2024-02
2024-02-10,North,Headphones,57,387,22059,2633.51,2024,2,1,Saturday,41,11.938483158801397,2024-02
2024-02-10,North,Smartphone,36,213,7668,1621.19,2024,2,1,Saturday,41,21.14227960354721,2024-02
2024-02-10,South,Tablet,30,559,16770,2431.89,2024,2,1,Saturday,41,14.50143112701252,2024-02
2024-02-10,South,Laptop,56,673,37688,12105.65,2024,2,1,Saturday,41,32.12070154956484,2024-02
2024-02-10,East,Keyboard,25,603,15075,5541.95,2024,2,1,Saturday,41,36.76252072968491,2024-02
2024-02-10,East,Smartphone,68,66,4488,1335.66,2024,2,1,Saturday,41,29.760695187165776,2024-02
2024-02-10,East,Tablet,45,178,8010,2744.75,2024,2,1,Saturday,41,34.2665418227216,2024-02
2024-02-10,East,Mouse,52,78,4056,745.53,2024,2,1,Saturday,41,18.380917159763314,2024-02
2024-02-10,West,Mouse,38,825,31350,11553.58,2024,2,1,Saturday,41,36.85352472089314,2024-02
2024-02-10,West,Laptop,76,994,75544,21468.1,2024,2,1,Saturday,41,28.41800804828974,2024-02
2024-02-10,West,Smartphone,64,904,57856,14783.5,2024,2,1,Saturday,41,25.552233130530972,2024-02
2024-02-11,North,Keyboard,81,249,20169,2529.95,2024,2,1,Sunday,42,12.54375526798552,2024-02
2024-02-11,North,Tablet,47,434,20398,2480.91,2024,2,1,Sunday,42,12.1625159329346,2024-02
